origem,id_origem,pessoa_id
crm,103493,PES-03969
crm,103494,PES-04078
crm,103495,PES-05533
app,usr_87f0b954,PES-00011
crm,103496,PES-02997
app,usr_04ab042f,PES-04593
crm,103497,PES-00833
crm,103498,PES-05398
app,usr_0b67685a,PES-05802
app,usr_72771a89,PES-02600
crm,103499,PES-04448
crm,103500,PES-04239
crm,103501,PES-04034
app,usr_3b5e18fa,PES-05782
crm,103502,PES-04627
loja,Loja Bairro#314,PES-01596
crm,103503,PES-00202
crm,103504,PES-02632
loja,Loja Bairro#315,PES-02875
loja,Loja Centro#334,PES-01578
crm,103505,PES-01959
app,usr_2756cb63,PES-00538
crm,103506,PES-03919
crm,103507,PES-01038
app,usr_319d0694,PES-02748
app,usr_bedd3ac8,PES-01405
app,usr_1270f74a,PES-03093
loja,Loja Bairro#316,PES-04642
app,usr_5e48dc2b,PES-05449
app,usr_7e96c25c,PES-03790
crm,103508,PES-05287
app,usr_2f0e546a,PES-03409
crm,103509,PES-03415
crm,103510,PES-03036
loja,Loja Centro#335,PES-05633
crm,103511,PES-00117
crm,103512,PES-00451
crm,103513,PES-04352
loja,Loja Shopping#315,PES-02129
crm,103514,PES-00917
app,usr_f1d6c3ce,PES-00780
crm,103515,PES-01790
crm,103516,PES-04296
crm,103517,PES-03059
loja,Loja Bairro#317,PES-04511
app,usr_322fb9cd,PES-01515
app,usr_58139abf,PES-01494
crm,103518,PES-02626
app,usr_06ab7ba1,PES-05456
loja,Loja Bairro#318,PES-03117
crm,103519,PES-03560
crm,103520,PES-00212
crm,103521,PES-01102
loja,Loja Shopping#316,PES-03629
loja,Loja Bairro#319,PES-05075
app,usr_7f301a01,PES-04366
app,usr_c43ffdb0,PES-03856
app,usr_1f14e8d0,PES-00776
crm,103522,PES-02106
app,usr_0bafb64e,PES-02151
crm,103523,PES-01327
app,usr_d0fd5579,PES-04125
crm,103524,PES-05651
loja,Loja Shopping#317,PES-05286
app,usr_a82c8498,PES-00718
app,usr_842422ae,PES-00974
crm,103525,PES-03571
crm,103526,PES-03833
loja,Loja Centro#336,PES-02832
loja,Loja Shopping#318,PES-00577
app,usr_f2007cf3,PES-00179
crm,103527,PES-02070
loja,Loja Bairro#320,PES-00702
crm,103528,PES-05662
crm,103529,PES-00555
app,usr_f4bd15f1,PES-01060
loja,Loja Bairro#321,PES-00022
crm,103530,PES-00488
crm,103531,PES-01622
app,usr_8dc02e7a,PES-04470
crm,103532,PES-00558
crm,103533,PES-03885
app,usr_689b1b19,PES-05277
app,usr_89134d37,PES-05448
crm,103534,PES-02372
loja,Loja Centro#337,PES-04589
app,usr_615f2582,PES-00715
app,usr_3d68fa53,PES-05977
crm,103535,PES-04162
crm,103536,PES-03987
app,usr_320c9814,PES-01466
app,usr_45a8a10c,PES-01689
crm,103537,PES-02221
app,usr_775cfc01,PES-04391
app,usr_a00728da,PES-03719
crm,103538,PES-03524
loja,Loja Bairro#322,PES-02184
app,usr_9d152b70,PES-04714
loja,Loja Centro#338,PES-04796
crm,103539,PES-02731
app,usr_bca236ae,PES-00230
crm,103540,PES-04449
crm,103541,PES-01295
app,usr_32a1ec72,PES-02408
crm,103542,PES-05801
app,usr_9b23cbca,PES-03826
crm,103543,PES-00586
app,usr_d40a4556,PES-00819
crm,103544,PES-03545
loja,Loja Centro#339,PES-03018
crm,103545,PES-02709
crm,103546,PES-00745
app,usr_f315de14,PES-02876
loja,Loja Centro#340,PES-01710
app,usr_ac31f67f,PES-00003
app,usr_fcf79c5f,PES-02578
crm,103547,PES-02556
crm,103548,PES-01435
app,usr_b346de16,PES-02762
loja,Loja Bairro#323,PES-03806
crm,103549,PES-01670
app,usr_1f60598e,PES-03213
crm,103550,PES-00379
crm,103551,PES-03174
app,usr_3f10d8e7,PES-04293
app,usr_9034348c,PES-03803
loja,Loja Shopping#319,PES-05016
crm,103552,PES-02973
app,usr_246c9cf5,PES-04680
crm,103553,PES-02722
app,usr_1a5274c0,PES-01003
crm,103554,PES-00847
crm,103555,PES-00791
app,usr_14e65997,PES-00957
crm,103556,PES-04663
crm,103557,PES-00622
crm,103558,PES-03089
app,usr_f7735067,PES-03520
app,usr_59ccad01,PES-01599
crm,103559,PES-05460
crm,103560,PES-02512
crm,103561,PES-05047
app,usr_914cee43,PES-01778
crm,103562,PES-03823
crm,103563,PES-05431
crm,103564,PES-01248
crm,103565,PES-00324
crm,103566,PES-03032
loja,Loja Shopping#320,PES-03474
crm,103567,PES-01016
app,usr_ae70d4d8,PES-03162
crm,103568,PES-01188
app,usr_887546e6,PES-03757
crm,103569,PES-05394
loja,Loja Bairro#324,PES-02846
app,usr_fcbd0ca5,PES-03777
crm,103570,PES-04666
crm,103571,PES-05074
crm,103572,PES-02576
loja,Loja Shopping#321,PES-03368
app,usr_3d462b13,PES-01293
loja,Loja Centro#341,PES-05008
crm,103573,PES-03955
app,usr_1c54323d,PES-03314
loja,Loja Bairro#325,PES-02142
crm,103574,PES-01688
crm,103575,PES-04165
crm,103576,PES-04812
crm,103577,PES-00016
crm,103578,PES-00823
crm,103579,PES-04450
loja,Loja Bairro#326,PES-03527
crm,103580,PES-04440
crm,103581,PES-04733
crm,103582,PES-02661
app,usr_eb81f87f,PES-03833
crm,103583,PES-05783
app,usr_dacb434f,PES-02239
crm,103584,PES-01633
crm,103585,PES-02464
crm,103586,PES-00897
crm,103587,PES-04766
crm,103588,PES-04511
app,usr_83639702,PES-04344
crm,103589,PES-00718
app,usr_03041434,PES-04211
app,usr_271a6356,PES-02222
loja,Loja Bairro#327,PES-05727
app,usr_5ec5aec1,PES-04377
crm,103590,PES-04915
app,usr_09108eff,PES-02777
crm,103591,PES-04131
crm,103592,PES-04741
loja,Loja Shopping#322,PES-00557
crm,103593,PES-02568
crm,103594,PES-01683
app,usr_7fcf7461,PES-03290
crm,103595,PES-02867
crm,103596,PES-00024
crm,103597,PES-00938
crm,103598,PES-01824
app,usr_7cc88556,PES-04809
app,usr_c8f28d84,PES-01034
crm,103599,PES-02756
loja,Loja Centro#342,PES-05786
crm,103600,PES-03434
crm,103601,PES-00824
app,usr_b7c87ae0,PES-03605
app,usr_2a8b5a3a,PES-01590
crm,103602,PES-04991
crm,103603,PES-05675
crm,103604,PES-02636
crm,103605,PES-02881
loja,Loja Bairro#328,PES-03151
app,usr_26e44679,PES-00647
crm,103606,PES-03419
crm,103607,PES-00585
app,usr_e941724f,PES-01391
crm,103608,PES-03917
app,usr_b5cc044a,PES-00897
crm,103609,PES-01632
app,usr_dae97d0d,PES-04272
app,usr_0c744b7f,PES-04020
loja,Loja Shopping#323,PES-04375
crm,103610,PES-05366
app,usr_985b6d41,PES-03219
loja,Loja Centro#343,PES-03264
crm,103611,PES-02675
app,usr_d74064ce,PES-05070
crm,103612,PES-00936
app,usr_9f4e4275,PES-02077
crm,103613,PES-02691
crm,103614,PES-05083
crm,103615,PES-03212
loja,Loja Centro#344,PES-01704
loja,Loja Bairro#329,PES-03999
app,usr_aafc6f66,PES-00319
crm,103616,PES-01075
loja,Loja Centro#345,PES-03329
crm,103617,PES-04522
crm,103618,PES-00218
loja,Loja Bairro#330,PES-01453
crm,103619,PES-04429
loja,Loja Shopping#324,PES-00399
app,usr_cdd98180,PES-02865
app,usr_6791dcac,PES-01164
crm,103620,PES-05569
app,usr_764b1bd9,PES-04524
app,usr_ea4dac5b,PES-02595
loja,Loja Shopping#325,PES-03481
crm,103621,PES-04830
crm,103622,PES-02045
loja,Loja Centro#346,PES-03498
app,usr_98e3fe0f,PES-04016
app,usr_4b97d8fe,PES-03699
crm,103623,PES-01394
crm,103624,PES-05102
app,usr_7abcd3f6,PES-04408
crm,103625,PES-04320
crm,103626,PES-04953
app,usr_fad1d8e7,PES-01436
loja,Loja Bairro#331,PES-00590
app,usr_52514dd0,PES-05056
crm,103627,PES-04695
crm,103628,PES-02081
app,usr_671587ee,PES-00754
crm,103629,PES-01815
crm,103630,PES-04640
crm,103631,PES-02402
app,usr_e0123bd5,PES-02971
loja,Loja Shopping#326,PES-00664
loja,Loja Centro#347,PES-03953
crm,103632,PES-02290
crm,103633,PES-00649
loja,Loja Shopping#327,PES-04026
crm,103634,PES-03587
app,usr_74018258,PES-02538
app,usr_2a768440,PES-00917
app,usr_afd85801,PES-04129
app,usr_3ac19a98,PES-01248
crm,103635,PES-01588
app,usr_a4832028,PES-03821
loja,Loja Shopping#328,PES-01322
crm,103636,PES-02658
app,usr_6613e8da,PES-05286
app,usr_4041c0a2,PES-05294
loja,Loja Bairro#332,PES-00248
crm,103637,PES-03294
app,usr_54ae3477,PES-00987
loja,Loja Shopping#329,PES-03274
app,usr_bde01341,PES-01863
app,usr_9adb9757,PES-05738
crm,103638,PES-04590
loja,Loja Centro#348,PES-02900
loja,Loja Bairro#333,PES-04867
crm,103639,PES-02192
app,usr_babae568,PES-04806
crm,103640,PES-05494
app,usr_9536e3fd,PES-00947
app,usr_94a2ac62,PES-05487
crm,103641,PES-02553
crm,103642,PES-00347
crm,103643,PES-02417
crm,103644,PES-05539
crm,103645,PES-05973
crm,103646,PES-01444
crm,103647,PES-04618
crm,103648,PES-01526
app,usr_20ed5432,PES-04492
crm,103649,PES-05775
loja,Loja Centro#349,PES-04592
app,usr_ade4255c,PES-00687
app,usr_a75c42cd,PES-02213
app,usr_17771f8d,PES-04773
app,usr_f59718d2,PES-01484
crm,103650,PES-04073
app,usr_3ee5dafb,PES-03668
crm,103651,PES-03049
app,usr_0f5377c9,PES-02204
crm,103652,PES-05742
app,usr_4b63e40f,PES-04630
crm,103653,PES-00900
crm,103654,PES-03136
app,usr_d0efad9c,PES-04122
crm,103655,PES-04345
app,usr_e909b45d,PES-02728
app,usr_41b54c11,PES-03022
app,usr_d043367e,PES-01006
loja,Loja Centro#350,PES-00464
app,usr_ad474461,PES-03563
crm,103656,PES-03620
crm,103657,PES-05030
crm,103658,PES-02693
app,usr_973a0292,PES-00265
crm,103659,PES-05868
loja,Loja Centro#351,PES-05428
loja,Loja Bairro#334,PES-02843
crm,103660,PES-05052
crm,103661,PES-04965
crm,103662,PES-01289
crm,103663,PES-00331
app,usr_ebdc2657,PES-01101
loja,Loja Bairro#335,PES-04344
app,usr_e3c6c44f,PES-01620
loja,Loja Shopping#330,PES-03586
app,usr_3a2bef71,PES-05843
crm,103664,PES-01607
crm,103665,PES-00294
app,usr_08e2e7b2,PES-04912
crm,103666,PES-01542
loja,Loja Shopping#331,PES-00912
crm,103667,PES-00144
loja,Loja Bairro#336,PES-04391
crm,103668,PES-05302
crm,103669,PES-01328
crm,103670,PES-00100
app,usr_29ea9c97,PES-02618
loja,Loja Shopping#332,PES-04046
loja,Loja Bairro#337,PES-02964
crm,103671,PES-05576
app,usr_f4b4cbc7,PES-00214
app,usr_7b0aeda6,PES-00993
loja,Loja Shopping#333,PES-03266
crm,103672,PES-03085
crm,103673,PES-00617
app,usr_351312a2,PES-05910
app,usr_4dce0414,PES-01774
crm,103674,PES-03196
app,usr_b1aed346,PES-03659
app,usr_608198ce,PES-01576
loja,Loja Bairro#338,PES-01449
app,usr_aaa52f69,PES-00571
crm,103675,PES-00409
crm,103676,PES-02450
crm,103677,PES-04611
app,usr_e8fd404f,PES-02424
app,usr_a8451670,PES-00880
crm,103678,PES-01133
app,usr_31f904c5,PES-03418
crm,103679,PES-05585
loja,Loja Bairro#339,PES-04966
app,usr_b78d3317,PES-01460
crm,103680,PES-00526
loja,Loja Bairro#340,PES-02564
app,usr_59ee6d96,PES-05426
app,usr_3fd78a24,PES-00102
app,usr_57773480,PES-03560
app,usr_6ef3084a,PES-04585
crm,103681,PES-00276
app,usr_96402f1e,PES-04904
crm,103682,PES-02610
app,usr_23a5df28,PES-00032
crm,103683,PES-02398
app,usr_567184a7,PES-04673
app,usr_4bcebaf3,PES-02279
crm,103684,PES-03015
app,usr_cfead9d7,PES-01476
crm,103685,PES-04571
crm,103686,PES-01341
crm,103687,PES-03376
loja,Loja Shopping#334,PES-04439
crm,103688,PES-03892
app,usr_305e2ed7,PES-01492
crm,103689,PES-04778
crm,103690,PES-04615
crm,103691,PES-02335
crm,103692,PES-05137
loja,Loja Centro#352,PES-02398
app,usr_af919e61,PES-01419
app,usr_ec0de43d,PES-00937
crm,103693,PES-02117
crm,103694,PES-01610
crm,103695,PES-05892
crm,103696,PES-00631
loja,Loja Shopping#335,PES-02408
crm,103697,PES-04338
crm,103698,PES-02033
crm,103699,PES-05498
loja,Loja Bairro#341,PES-03125
crm,103700,PES-02150
app,usr_24bba5a9,PES-04112
crm,103701,PES-05402
crm,103702,PES-01763
crm,103703,PES-05604
app,usr_1f09a7cd,PES-00420
app,usr_986aa918,PES-00050
app,usr_bf0992c4,PES-03989
crm,103704,PES-04840
crm,103705,PES-00903
crm,103706,PES-03866
loja,Loja Shopping#336,PES-05001
crm,103707,PES-00080
app,usr_5b5705e5,PES-02681
crm,103708,PES-00671
crm,103709,PES-05880
crm,103710,PES-03302
app,usr_20dc1853,PES-04057
crm,103711,PES-00160
loja,Loja Bairro#342,PES-04530
loja,Loja Centro#353,PES-03708
app,usr_3f9f7f9a,PES-03816
loja,Loja Bairro#343,PES-04084
crm,103712,PES-03927
app,usr_110528c3,PES-01362
crm,103713,PES-05443
app,usr_0a23374a,PES-02819
loja,Loja Shopping#337,PES-03357
app,usr_e3027952,PES-03859
crm,103714,PES-05347
crm,103715,PES-01204
crm,103716,PES-03034
crm,103717,PES-02907
loja,Loja Bairro#344,PES-02852
app,usr_f4337c01,PES-02872
app,usr_b2076f09,PES-02764
crm,103718,PES-02371
loja,Loja Shopping#338,PES-00364
crm,103719,PES-03741
crm,103720,PES-01769
crm,103721,PES-05748
crm,103722,PES-03495
loja,Loja Bairro#345,PES-02711
crm,103723,PES-05918
app,usr_dcc71b3c,PES-02488
crm,103724,PES-01716
crm,103725,PES-03455
loja,Loja Shopping#339,PES-02082
crm,103726,PES-05257
crm,103727,PES-04731
crm,103728,PES-05259
loja,Loja Bairro#346,PES-03898
loja,Loja Centro#354,PES-00160
app,usr_c19c6501,PES-05379
crm,103729,PES-05822
crm,103730,PES-02194
app,usr_dff69728,PES-03835
crm,103731,PES-04888
app,usr_8763a0cd,PES-01216
app,usr_2f04eeed,PES-00700
crm,103732,PES-04466
crm,103733,PES-04323
app,usr_d42eb5ff,PES-02591
crm,103734,PES-00056
crm,103735,PES-04829
app,usr_591426a0,PES-01389
loja,Loja Bairro#347,PES-02771
app,usr_e5ad3337,PES-01224
app,usr_b5511f34,PES-05007
crm,103736,PES-03795
app,usr_2c95bde9,PES-01859
app,usr_bbb5bb46,PES-04224
crm,103737,PES-02618
app,usr_c08ad631,PES-04802
crm,103738,PES-01828
app,usr_77ec548b,PES-03796
loja,Loja Shopping#340,PES-02388
app,usr_09eef39f,PES-03174
crm,103739,PES-04474
crm,103740,PES-02401
crm,103741,PES-01746
crm,103742,PES-02330
crm,103743,PES-05913
crm,103744,PES-04260
app,usr_d65876bf,PES-04070
app,usr_a05a195b,PES-01340
crm,103745,PES-03902
app,usr_f5ec0e1c,PES-04613
loja,Loja Centro#355,PES-02650
crm,103746,PES-05170
crm,103747,PES-02824
crm,103748,PES-03951
app,usr_97697cf1,PES-04609
loja,Loja Shopping#341,PES-00943
app,usr_b13c83d6,PES-05566
crm,103749,PES-02148
app,usr_9bc60359,PES-00220
crm,103750,PES-01113
crm,103751,PES-02904
crm,103752,PES-01417
crm,103753,PES-00974
crm,103754,PES-01370
app,usr_0cc10906,PES-03040
app,usr_7481813a,PES-04426
loja,Loja Shopping#342,PES-03557
loja,Loja Centro#356,PES-02610
crm,103755,PES-03723
app,usr_585962a0,PES-05060
app,usr_c833d7f6,PES-01592
crm,103756,PES-04033
crm,103757,PES-01658
crm,103758,PES-00090
app,usr_b2cb678b,PES-00688
app,usr_e16b5c5d,PES-01242
app,usr_87ff3a5a,PES-00882
crm,103759,PES-03241
crm,103760,PES-03639
crm,103761,PES-02653
loja,Loja Bairro#348,PES-03538
loja,Loja Bairro#349,PES-01892
crm,103762,PES-00145
loja,Loja Bairro#350,PES-02536
app,usr_51b3314c,PES-05898
app,usr_f41856df,PES-03759
app,usr_79dba701,PES-04025
crm,103763,PES-00647
crm,103764,PES-01642
crm,103765,PES-02749
loja,Loja Centro#357,PES-00568
loja,Loja Centro#358,PES-01607
crm,103766,PES-05632
crm,103767,PES-03201
app,usr_bd166af3,PES-02676
app,usr_20e68a81,PES-00660
app,usr_8714028f,PES-00146
app,usr_261e54d8,PES-03965
crm,103768,PES-04129
app,usr_31c34788,PES-00668
crm,103769,PES-02537
crm,103770,PES-04182
crm,103771,PES-02266
app,usr_e201854c,PES-05081
loja,Loja Bairro#351,PES-03346
loja,Loja Shopping#343,PES-04132
loja,Loja Shopping#344,PES-01619
app,usr_c44b8ece,PES-01687
app,usr_e1ceaf23,PES-04403
crm,103772,PES-05254
app,usr_0f0bc4b0,PES-04056
app,usr_61f6f015,PES-02118
loja,Loja Centro#359,PES-01653
crm,103773,PES-02112
app,usr_b902f5b7,PES-04195
loja,Loja Bairro#352,PES-00810
loja,Loja Shopping#345,PES-04373
app,usr_739ed2a7,PES-04382
crm,103774,PES-03036
app,usr_4103d11a,PES-02687
loja,Loja Centro#360,PES-03983
crm,103775,PES-01090
loja,Loja Shopping#346,PES-02792
crm,103776,PES-00030
crm,103777,PES-05947
crm,103778,PES-04701
app,usr_50873435,PES-04252
app,usr_676d5c9b,PES-02286
crm,103779,PES-05701
crm,103780,PES-04481
crm,103781,PES-03525
crm,103782,PES-00873
app,usr_f5e1d537,PES-01491
crm,103783,PES-00397
app,usr_dae24e2c,PES-01317
app,usr_5e554cb4,PES-04763
crm,103784,PES-00101
app,usr_5d97eb9b,PES-00583
crm,103785,PES-04273
crm,103786,PES-04045
app,usr_095c80c5,PES-04683
crm,103787,PES-04183
crm,103788,PES-01238
crm,103789,PES-01791
app,usr_d1cd3000,PES-03347
app,usr_cd3d3709,PES-04079
crm,103790,PES-01266
app,usr_14863ef9,PES-05770
crm,103791,PES-03392
app,usr_887c6136,PES-02758
app,usr_5f9a6f20,PES-02864
loja,Loja Bairro#353,PES-04957
crm,103792,PES-01669
crm,103793,PES-03330
loja,Loja Bairro#354,PES-03207
app,usr_37af8a8d,PES-00673
app,usr_a56fe3a9,PES-03630
crm,103794,PES-05630
crm,103795,PES-00978
crm,103796,PES-03060
loja,Loja Bairro#355,PES-03404
crm,103797,PES-02835
app,usr_9b94f5c4,PES-00486
crm,103798,PES-01615
crm,103799,PES-02637
crm,103800,PES-04237
app,usr_20065581,PES-04543
crm,103801,PES-03039
app,usr_a779fdb7,PES-02447
app,usr_b04d3558,PES-04042
loja,Loja Centro#361,PES-04425
loja,Loja Bairro#356,PES-00695
app,usr_749bb134,PES-02664
crm,103802,PES-03685
crm,103803,PES-02252
crm,103804,PES-02026
crm,103805,PES-03004
app,usr_7515cbbb,PES-02373
app,usr_a49fedf0,PES-03344
crm,103806,PES-02825
crm,103807,PES-04878
loja,Loja Shopping#347,PES-03746
app,usr_681347ab,PES-04889
app,usr_86c69e3d,PES-01149
app,usr_1635b937,PES-03396
crm,103808,PES-01348
crm,103809,PES-03272
crm,103810,PES-05066
app,usr_304da517,PES-04124
crm,103811,PES-01404
crm,103812,PES-03941
crm,103813,PES-02942
crm,103814,PES-04833
app,usr_7228a581,PES-01467
crm,103815,PES-01584
app,usr_6b722163,PES-01843
loja,Loja Shopping#348,PES-01684
crm,103816,PES-00939
app,usr_c2c317da,PES-01070
loja,Loja Bairro#357,PES-04285
app,usr_b5fa211e,PES-02466
app,usr_35db8fec,PES-02586
crm,103817,PES-05975
crm,103818,PES-02969
crm,103819,PES-01033
app,usr_a031a40f,PES-04648
crm,103820,PES-04488
crm,103821,PES-04849
crm,103822,PES-02734
app,usr_75c1961b,PES-03990
app,usr_b815ebe2,PES-02486
app,usr_9a1998f1,PES-01493
crm,103823,PES-04532
crm,103824,PES-02262
app,usr_334cc35e,PES-02560
crm,103825,PES-03576
crm,103826,PES-00710
crm,103827,PES-01655
crm,103828,PES-02048
crm,103829,PES-01029
crm,103830,PES-00287
crm,103831,PES-05099
loja,Loja Shopping#349,PES-04938
app,usr_fc4782c8,PES-02782
crm,103832,PES-00888
loja,Loja Centro#362,PES-02230
crm,103833,PES-03674
app,usr_8d3cfdfe,PES-00899
app,usr_b4902d98,PES-02265
crm,103834,PES-00536
crm,103835,PES-05234
app,usr_5e7cdd3c,PES-05553
app,usr_fe451b5a,PES-04520
crm,103836,PES-03189
app,usr_cb1bccc0,PES-03309
app,usr_d942117d,PES-01612
crm,103837,PES-01681
loja,Loja Shopping#350,PES-03331
crm,103838,PES-03687
crm,103839,PES-02846
app,usr_404159b3,PES-00017
crm,103840,PES-02322
crm,103841,PES-00963
app,usr_9a757f69,PES-03556
app,usr_eff1afe5,PES-00781
app,usr_7f226c40,PES-00349
app,usr_510df7b5,PES-01066
crm,103842,PES-04496
crm,103843,PES-04362
crm,103844,PES-04916
crm,103845,PES-00769
crm,103846,PES-05842
crm,103847,PES-03197
crm,103848,PES-00416
app,usr_31a15df2,PES-03212
loja,Loja Centro#363,PES-04466
loja,Loja Bairro#358,PES-04611
app,usr_9323daca,PES-02701
crm,103849,PES-03534
app,usr_43027e7e,PES-01872
crm,103850,PES-03838
crm,103851,PES-02638
crm,103852,PES-03749
app,usr_41f00468,PES-01786
app,usr_fb6b2012,PES-00243
app,usr_8f2af268,PES-03398
app,usr_b1f109ae,PES-05944
crm,103853,PES-00547
crm,103854,PES-03324
loja,Loja Centro#364,PES-00782
crm,103855,PES-05164
app,usr_9e77fd9c,PES-00432
crm,103856,PES-05277
app,usr_67139ffa,PES-04886
loja,Loja Centro#365,PES-01735
app,usr_a9e20586,PES-04981
crm,103857,PES-04459
crm,103858,PES-00285
crm,103859,PES-02321
loja,Loja Centro#366,PES-00116
loja,Loja Centro#367,PES-01564
crm,103860,PES-01592
crm,103861,PES-02769
crm,103862,PES-04175
crm,103863,PES-04125
crm,103864,PES-03916
crm,103865,PES-04127
crm,103866,PES-01648
crm,103867,PES-00744
crm,103868,PES-03964
crm,103869,PES-03595
crm,103870,PES-02586
crm,103871,PES-05090
crm,103872,PES-04060
app,usr_780391cc,PES-03983
app,usr_411a973a,PES-02995
crm,103873,PES-03453
crm,103874,PES-04030
crm,103875,PES-05764
app,usr_3c169d44,PES-01993
app,usr_756538e4,PES-01959
loja,Loja Centro#368,PES-04964
crm,103876,PES-01609
crm,103877,PES-03157
crm,103878,PES-02659
loja,Loja Centro#369,PES-04124
app,usr_bbb66af2,PES-04320
app,usr_410f2728,PES-02814
crm,103879,PES-05186
crm,103880,PES-03932
crm,103881,PES-00196
loja,Loja Centro#370,PES-00732
loja,Loja Shopping#351,PES-03525
crm,103882,PES-05060
crm,103883,PES-04276
app,usr_1eeec7f0,PES-00461
crm,103884,PES-02323
app,usr_57e5ffaa,PES-04357
crm,103885,PES-02314
app,usr_e98974ee,PES-04571
crm,103886,PES-05488
app,usr_b46f3794,PES-02541
crm,103887,PES-00404
crm,103888,PES-00573
crm,103889,PES-03278
crm,103890,PES-03002
crm,103891,PES-01787
crm,103892,PES-03642
app,usr_dbd73249,PES-04924
crm,103893,PES-02028
crm,103894,PES-00981
crm,103895,PES-05042
crm,103896,PES-01061
crm,103897,PES-00562
loja,Loja Bairro#359,PES-00853
app,usr_e3ff14c2,PES-02943
crm,103898,PES-03449
loja,Loja Centro#371,PES-00213
app,usr_3ef421f5,PES-01790
app,usr_dae5d17a,PES-01068
loja,Loja Shopping#352,PES-01831
crm,103899,PES-01687
crm,103900,PES-02699
app,usr_e9ce5ccf,PES-00391
app,usr_021eb242,PES-02162
app,usr_16b5ea9e,PES-00728
app,usr_fa5670dd,PES-00591
crm,103901,PES-01929
app,usr_58f49063,PES-05186
crm,103902,PES-00645
crm,103903,PES-00113
crm,103904,PES-05620
crm,103905,PES-00626
app,usr_bb0dd00a,PES-01892
crm,103906,PES-02838
app,usr_347e3fa5,PES-04761
crm,103907,PES-05656
loja,Loja Shopping#353,PES-05908
loja,Loja Centro#372,PES-02959
app,usr_5b1cd61f,PES-01350
crm,103908,PES-02812
crm,103909,PES-05429
crm,103910,PES-05682
crm,103911,PES-03260
crm,103912,PES-02563
loja,Loja Bairro#360,PES-04860
crm,103913,PES-01629
crm,103914,PES-05514
crm,103915,PES-02470
crm,103916,PES-04245
crm,103917,PES-01408
app,usr_69fdb8dd,PES-04615
crm,103918,PES-02952
app,usr_a961db2d,PES-00339
crm,103919,PES-03633
crm,103920,PES-02548
app,usr_7f8b5e6c,PES-03357
crm,103921,PES-03980
loja,Loja Shopping#354,PES-00269
crm,103922,PES-02394
crm,103923,PES-04484
crm,103924,PES-01558
app,usr_ae9ce85a,PES-02806
crm,103925,PES-01250
app,usr_6876700e,PES-04936
loja,Loja Centro#373,PES-02976
crm,103926,PES-03737
crm,103927,PES-03017
crm,103928,PES-01085
app,usr_099baa23,PES-01966
crm,103929,PES-02287
app,usr_c71091b4,PES-05858
crm,103930,PES-01196
app,usr_2a91a8f9,PES-03573
loja,Loja Bairro#361,PES-03678
crm,103931,PES-00845
crm,103932,PES-04646
app,usr_62894a0c,PES-02791
crm,103933,PES-04009
crm,103934,PES-05864
loja,Loja Shopping#355,PES-03655
crm,103935,PES-02161
app,usr_e4ffc169,PES-00654
loja,Loja Shopping#356,PES-04931
app,usr_981f90a2,PES-03137
crm,103936,PES-00247
crm,103937,PES-01259
app,usr_1db7abfb,PES-02705
app,usr_751b9514,PES-05129
crm,103938,PES-04478
crm,103939,PES-00002
crm,103940,PES-05462
crm,103941,PES-02988
crm,103942,PES-05869
app,usr_509ede11,PES-03913
crm,103943,PES-00540
crm,103944,PES-04752
crm,103945,PES-05169
app,usr_adb40736,PES-03435
crm,103946,PES-01630
crm,103947,PES-05149
crm,103948,PES-00047
crm,103949,PES-00283
crm,103950,PES-02355
crm,103951,PES-04687
app,usr_1a863afc,PES-03332
crm,103952,PES-04890
crm,103953,PES-00794
crm,103954,PES-00157
crm,103955,PES-04164
app,usr_3206dcfa,PES-02915
crm,103956,PES-03447
crm,103957,PES-02350
app,usr_26657c37,PES-01464
crm,103958,PES-00820
crm,103959,PES-04130
crm,103960,PES-01994
crm,103961,PES-01571
crm,103962,PES-01200
crm,103963,PES-02392
loja,Loja Bairro#362,PES-04556
crm,103964,PES-01079
app,usr_4bb09252,PES-01860
crm,103965,PES-01533
app,usr_54a907ee,PES-05560
crm,103966,PES-01894
crm,103967,PES-01026
loja,Loja Centro#374,PES-03811
app,usr_b319bc80,PES-02573
crm,103968,PES-05406
crm,103969,PES-01692
crm,103970,PES-05586
crm,103971,PES-00371
crm,103972,PES-00909
loja,Loja Shopping#357,PES-01573
crm,103973,PES-01698
crm,103974,PES-01101
loja,Loja Shopping#358,PES-01013
app,usr_3f3f332d,PES-01381
loja,Loja Shopping#359,PES-01192
crm,103975,PES-05614
crm,103976,PES-05119
crm,103977,PES-01010
loja,Loja Centro#375,PES-05706
app,usr_c2d0d5d5,PES-04580
loja,Loja Shopping#360,PES-00133
crm,103978,PES-03442
app,usr_176b6ebe,PES-03145
crm,103979,PES-00953
crm,103980,PES-01027
crm,103981,PES-00815
loja,Loja Centro#376,PES-05521
crm,103982,PES-03696
app,usr_28e0e6d8,PES-03681
app,usr_f0431ae7,PES-02500
loja,Loja Shopping#361,PES-04059
crm,103983,PES-04798
app,usr_bd8bdb16,PES-02605
crm,103984,PES-05447
crm,103985,PES-03194
crm,103986,PES-05129
loja,Loja Centro#377,PES-01324
app,usr_594bbbcc,PES-01923
crm,103987,PES-02723
app,usr_4d1f960a,PES-01728
loja,Loja Centro#378,PES-01824
crm,103988,PES-05059
app,usr_dd9320bb,PES-02551
app,usr_bcdfcdd7,PES-05323
